L,environment_id,environment_seed,samples,replica_1_mean,replica_2_mean,mean_height,conditional_variance,replica_1_variance,replica_2_variance,replica_1_ess,replica_2_ess,start_gap,standardized_start_gap,minimum_pair_swap_acceptance,target_exchange_acceptance
10,64,18382739751489307466,2000,0.02,-0.106,-0.043,2.8134687343671834,2.9930965482741394,2.5900590295147543,1207.1284980942346,1291.857695851879,0.126,1.8815553818454318,NaN,NaN
12,1,17254173834062045232,2000,-0.034,-0.006,-0.02,3.1932046023011527,3.1604242121060526,3.1615447723861907,1117.3135209688505,1035.6419544295006,-0.028000000000000004,0.3651070419782762,NaN,NaN
12,2,17044224463657703200,2000,-0.056,-0.04,-0.048,3.0574007003501746,3.0864072036018024,2.9758879439719856,972.3452688088059,1313.3214882426182,-0.016,0.21692819490355147,NaN,NaN
12,3,2948295591484767978,2000,0.032,0.108,0.07,2.9105672836418224,3.136544272136069,2.7897308654327158,1116.0671565113405,1220.5274207207165,-0.076,1.0646272156312138,NaN,NaN
12,4,18404690667395456279,2000,-0.006,0.066,0.030000000000000002,3.094955477738869,3.0334807403701824,2.94911855927964,1220.6593940881073,1108.1329553080868,-0.07200000000000001,1.0036408865428568,NaN,NaN
12,5,14608601805463749720,2000,0.08,0.01,0.045,3.10710355177589,3.0831415707853966,3.1614807403701866,1088.7765565943332,1180.9753647843845,0.07,0.9431292998225468,NaN,NaN
12,6,4758357148206135621,2000,0.038,0.044,0.040999999999999995,2.9094367183591827,2.920016008004002,3.0715997998999502,1059.2565565497919,1089.727461421669,-0.005999999999999998,0.08035540874153185,NaN,NaN
12,7,951245594302159141,2000,-0.078,0.036,-0.021,3.135069534767383,3.1554937468734345,3.0882481240620296,1087.6449588200956,1149.4423263250667,-0.11399999999999999,1.525030354677134,NaN,NaN
12,8,16792982379354010002,2000,-0.05,-0.006,-0.028,3.4807723861930957,3.479239619809904,3.449688844422209,995.9264389114358,1044.907955057925,-0.044000000000000004,0.5337786216410303,NaN,NaN
12,9,16314438043334902072,2000,0.014,-0.034,-0.010000000000000002,2.81625612806403,2.713160580290144,3.1284082041020502,1038.9298962762346,1075.7881198600905,0.048,0.6460869276222273,NaN,NaN
12,10,8937048275113969598,2000,0.052,0.09,0.071,2.932744372186093,2.9427673836918427,2.9453726863431746,914.1297635919074,1111.0114160866722,-0.038,0.4959688515747191,NaN,NaN
12,11,15157064924019817805,2000,-0.006,-0.054,-0.03,3.1604282141070517,3.081504752376185,3.1266473236618313,1190.1522750089086,1304.795267614298,0.048,0.6798128523129536,NaN,NaN
12,12,3473171789947423072,2000,0.006,-0.026,-0.009999999999999998,3.113044522261128,2.9694487243621785,3.0968724362181086,1073.9214182381595,972.909175772523,0.032,0.4149146289388127,NaN,NaN
12,13,379375250376975331,2000,-0.014,0.074,0.03,3.2217388694347173,3.1453766883441703,3.1400940470235086,1303.7573129855966,867.9539763297627,-0.088,1.1332117650052205,NaN,NaN
12,14,16246175996506417494,2000,-0.018,-0.04,-0.028999999999999998,3.09330465232616,3.177264632316162,3.0719359679839906,1209.1550739185427,1254.582511355141,0.022000000000000002,0.3087815648615465,NaN,NaN
12,15,9279580156423779948,2000,0.028,0.006,0.017,2.957236618309152,2.9286803401700854,3.0174727363681813,1051.834533562734,1078.7613869586303,0.022,0.2944736802301905,NaN,NaN
12,16,2643134943992040219,2000,0.048,0.084,0.066,3.1049044522261164,3.023207603801902,3.050469234617312,1227.6188500102276,1314.60637656287,-0.036000000000000004,0.5205322483860957,NaN,NaN
12,17,16474990422755204514,2000,-0.022,0.126,0.052000000000000005,3.16663131565783,3.1771045522761385,3.033640820410204,994.9982094665849,1185.5874342756053,-0.148,1.9514537135455539,NaN,NaN
12,18,10631581025957513625,2000,0.08,0.0,0.04,3.0623311655827923,2.923061530765387,3.04152076038019,1138.8512944610436,1191.2225705329154,0.08,1.1180392321928065,NaN,NaN
12,19,13140042162656955376,2000,0.022,0.018,0.019999999999999997,2.90544472236118,3.449240620310156,2.5689604802401234,981.7347529272986,1287.4916566983072,0.004,0.053893204799762943,NaN,NaN
12,20,4502344768015098606,2000,-0.03,0.044,0.006999999999999999,3.2909074537268608,3.2247123561780904,3.1836558279139573,1007.7675424123131,974.6471573813091,-0.074,0.920243742104001,NaN,NaN
12,21,6837961548352570474,2000,-0.074,0.036,-0.019,3.047473736868432,3.1240860430215074,2.92816808404202,1183.543128527818,1238.313261620205,-0.10999999999999999,1.5549746353219351,NaN,NaN
