model,fraction_num,fraction_den,component,min_order,max_order,fit_points,log_intercept,log_slope,quadratic_intercept,quadratic_log_slope,log2_coefficient,log2_coefficient_low,log2_coefficient_high,coefficient_positive_fraction,delta_bic_log_minus_quadratic,delta_bic_low,delta_bic_high,quadratic_bic_win_fraction,log_holdout_rmse,quadratic_holdout_rmse
gamma,1,4,conditional,128,6144,12,0.1343014742,0.09377163288,0.4018207808,0.00372614986,0.007285135064,-0.02870470578,0.04018983157,0.5859,-2.180691377,-2.483682031,2.380791735,0.1213,0.123296934,0.1234325139
gamma,1,4,disorder,128,6144,12,0.2263222486,-0.01123132034,-0.518075637,0.2393287907,-0.02027158042,-0.05149290559,0.01218074565,0.1033,1.905509008,-2.475080597,7.210785343,0.4739,0.1212721792,0.1077863303
uniform,1,32,marginal,128,6144,12,0.2674372351,0.1015487521,0.2560024429,0.1076609485,-0.0007452731496,-0.02906814387,0.02326854188,0.396,-2.449575911,-2.482818294,5.611941972,0.2616,0.01383199523,0.02376858206
uniform,1,32,conditional,128,6144,12,0.2691625666,0.1003254937,0.2703567528,0.0996871698,7.783219116e-05,-0.03735010917,0.03513441928,0.4366,-2.483951,-2.483346613,5.582687386,0.2703,0.01246227613,0.02102724673
uniform,1,32,disorder,128,6144,12,-0.001725331501,0.001223258434,-0.01435430986,0.007973778689,-0.0008231053408,-0.02484170575,0.02268136301,0.4678,-2.448626871,-2.483245002,4.261858613,0.2041,0.005251685936,0.005208441662
uniform,1,16,marginal,128,6144,12,0.1011215815,0.1415611217,0.9427187375,-0.2335917904,0.03912906026,-0.008367050579,0.0839913679,0.9381,1.816402035,-2.43481878,6.617752917,0.6168,0.2596046143,0.2428359143
uniform,1,16,conditional,128,6144,12,0.1817071322,0.1220964768,0.8079653602,-0.1570662988,0.02911713255,-0.0272875593,0.08415093304,0.8126,-0.6191636193,-2.477797998,4.244843762,0.2833,0.2699173507,0.2848476371
uniform,1,16,disorder,128,6144,12,-0.08058555066,0.01946464493,0.1347533773,-0.07652549162,0.01001192771,-0.02794393095,0.04705000898,0.6948,0.1442058499,-2.481605427,7.291581056,0.3681,0.03570849011,0.04271397363
uniform,1,8,marginal,128,6144,12,0.2988262911,0.09380899665,0.3329133782,0.08074538352,0.001190428762,-0.02778581198,0.02516112403,0.4456,-2.401702287,-2.482822891,4.267308806,0.2216,0.02924673985,0.02882583458
uniform,1,8,conditional,128,6144,12,0.3231174127,0.08826955117,0.2048438395,0.1335969855,-0.004130486797,-0.03987346185,0.02833500736,0.3389,-2.319147599,-2.483313747,4.071723085,0.1961,0.09199370129,0.09715261851
uniform,1,8,disorder,128,6144,12,-0.02429112163,0.005539445487,0.1280695386,-0.05285160199,0.005320915558,-0.02059511876,0.03146586247,0.6533,-2.132522587,-2.483490306,2.901704094,0.1505,0.06292723147,0.06965354942
uniform,1,4,marginal,128,6144,12,0.3569628418,0.0835576412,-0.06916259624,0.2269890495,-0.01160432647,-0.04251268513,0.01520363781,0.166,-1.847714395,-2.482631928,3.69338674,0.2117,0.1504799457,0.1465570629
uniform,1,4,conditional,128,6144,12,0.4763077456,0.06233423473,-0.4272358892,0.3664619033,-0.0246054668,-0.0638364775,0.01367913748,0.0906,-0.506080022,-2.479495718,5.275734055,0.3802,0.2082999784,0.2056172429
uniform,1,4,disorder,128,6144,12,-0.1193449038,0.02122340648,0.3580732929,-0.1394728538,0.01300114033,-0.01408467169,0.03855462866,0.8226,0.8664333321,-2.480732074,4.688438616,0.3264,0.0987290714,0.1125952085
