L,environment_id,environment_seed,exact_mean,mcmc_mean,mcmc_minus_exact_mean,estimated_mcmc_mean_standard_error,standardized_mean_error,zero_standard_error_inconsistent,exact_conditional_variance,mcmc_conditional_variance,mcmc_minus_exact_conditional_variance,extremal_start_gap,standardized_extremal_start_gap,minimum_chain_ess,minimum_pair_swap_acceptance,target_exchange_acceptance
4,14,14371455431428089463,0.2398426793862234,0.252,0.012157320613776612,0.023474268010511414,0.5178998811947086,false,0.9056143834934453,0.896440220110055,-0.009174163383390277,-0.0040000000000000036,0.08519967477173017,854.5547769612033,0.7573333333333333,0.932
4,15,11307368843888775368,-0.6699857415326596,-0.6579999999999999,0.011985741532659633,0.02735603411134642,0.438138857550566,false,2.2311639772916467,2.255327663831917,0.024163686540270124,-0.05999999999999994,1.0966501897859864,1400.9865614838184,0.656,0.9366666666666666
4,16,528475296008202953,0.044918612443081055,0.056,0.011081387556918947,0.014766967517565507,0.7504172771923204,false,0.48401878790198183,0.45465932966483213,-0.029359458237149694,0.05600000000000001,1.8961238972520003,815.8712708857614,0.7286666666666667,0.9233333333333333
4,17,12353838787086816381,1.7022326600936464,1.776,0.07376733990635365,0.03605887634524462,2.0457470499099992,false,3.926333955314653,3.921568784392198,-0.0047651709224547645,0.028000000000000025,0.3882539174531518,1421.9944609111872,0.722,0.936
4,18,9905511250112615995,-5.7673297586841726e-5,0.001,0.0010576732975868417,0.0010000000000000002,1.0576732975868415,false,0.0015328080453072125,0.004000000000000003,0.00246719195469279,-0.002,0.9999999999999998,2000.0,0.6806666666666666,0.9326666666666666
4,19,18348511942648928791,-0.005506149647725778,-0.008,-0.0024938503522742225,0.0028261269427873148,-0.8824268699744326,false,0.026518602629101853,0.032008004002001024,0.005489401372899171,0.004,0.7076822947052289,2000.0,0.7273333333333334,0.932
4,20,9606665189652724534,0.005476317508111363,0.015,0.009523682491888636,0.007377072020510396,1.2909840740892922,false,0.027225310189278113,0.06779189594797401,0.0405665857586959,0.022,1.4911064944759675,581.6745647568551,0.7253333333333334,0.9086666666666666
4,21,12570405633506024452,-1.6575472784834169,-1.6280000000000001,0.02954727848341676,0.07444789145617944,0.3968853637823779,false,3.8827269555921498,3.957370685342672,0.07464372975052225,-0.09599999999999986,0.6447462656246359,297.29624784237825,0.662,0.926
4,22,12328362133440629314,0.3370299134602872,0.33199999999999996,-0.00502991346028725,0.01989865895768246,-0.2527765047375368,false,1.2572748358499963,1.2232596298149063,-0.034015206035090007,-0.05199999999999999,1.306620715259906,1535.097958646392,0.614,0.9326666666666666
4,23,13755731609323336991,0.00023346335181197977,0.0,-0.00023346335181197977,0.0,NaN,true,0.0009397519472000857,0.0,-0.0009397519472000857,0.0,0.0,2000.0,0.708,0.93
4,24,15900627358214048099,-0.3141582006316932,-0.31399999999999995,0.0001582006316932505,0.0191224660636168,0.008273024575750175,false,1.2284796631352721,1.2548274137068545,0.02634775057158234,-0.06,1.5688353113137037,1620.2730675207317,0.6993333333333334,0.9213333333333333
4,25,13846089753738229772,0.014969676676052979,-0.006,-0.020969676676052977,0.013855319445558475,-1.5134747891197207,false,0.17253116963969456,0.21603601800900427,0.04350484836930971,-0.012,0.4330466737757813,524.167878128264,0.732,0.9353333333333333
4,26,14368824160103477431,-0.20603361468413792,-0.26,-0.05396638531586209,0.03566845518588763,-1.5130003538032146,false,1.1290294416371551,1.2620390195097562,0.13300957787260104,0.07199999999999998,1.0092951828831525,509.7922152093434,0.678,0.926
