distribution,distribution_params,L,log_L,log_log_L,observations,environments,walks_per_environment_min,walks_per_environment_max,mean_winding,annealed_variance,annealed_variance_se,quenched_variance,quenched_variance_se,environment_mean_variance,mean_exit_x_over_L,mean_exit_y_over_L,mean_raw_walk_length,mean_loop_erased_path_length,mean_runtime
lognormal,"{""sigma"":0.5}",512,6.238324625039508,1.830711656754555,2000,200,10,10,-0.002,4.21510355177589,0.1416851505351049,4.131444444444444,0.15399665773551477,0.49718190954773867,0.01251171875,-0.0089609375,318784.822,3167.516,2.224253904199577
lognormal,"{""sigma"":0.5}",1024,6.931471805599453,1.9360721724123813,2000,200,10,10,0.011,5.60968384192096,0.17738362337672808,5.53688888888889,0.1822677313764301,0.6268130653266333,-0.01942236328125,-0.00014013671875,1.280066658e6,7562.711,11.60301346962963
lognormal,"{""sigma"":0.5}",2048,7.6246189861593985,2.0313823522167063,500,100,5,5,0.094,5.183531062124248,0.3396870529768637,5.073,0.3532099698880014,1.1260242424242424,0.0308916015625,0.0696689453125,5.03581108e6,17748.552,3.0765497873600007
lognormal,"{""sigma"":0.5}",4096,8.317766166719343,2.118393729206336,500,100,5,5,-0.13,6.474048096192385,0.40402938333165306,6.267,0.46841459448146183,1.4621212121212124,-0.0169072265625,0.013458984375,2.1747164152e7,42021.152,9.562018213446
lognormal,"{""sigma"":1.0}",32,3.4657359027997265,1.242924991852436,5000,500,10,10,-0.0218,2.5978443288657718,0.06054830503821398,2.3318,0.05702877426821261,0.49970416833667336,0.00121875,0.00355625,1409.3756,99.6988,0.006739477415150031
lognormal,"{""sigma"":1.0}",64,4.1588830833596715,1.4252465486463906,5000,500,10,10,-0.0386,3.0553211042208437,0.0702212429897182,2.794911111111112,0.06719613880859185,0.5403707815631265,0.032234375,-0.023228125,5851.0804,237.6184,0.025517844330705704
lognormal,"{""sigma"":1.0}",128,4.852030263919617,1.5793972284736488,5000,500,10,10,-0.0034,3.6133111022204436,0.07866510187818421,3.249133333333334,0.06975363884320786,0.6897479358717434,0.00789375,-0.0030875,23833.4492,562.222,0.10727326354784891
lognormal,"{""sigma"":1.0}",256,5.545177444479562,1.7129286210981716,5000,500,10,10,0.0072,4.265601280256052,0.09458783553276058,3.871377777777778,0.08764776515425135,0.7820723046092186,-0.00399453125,-0.00385234375,93934.8596,1337.1496,0.481779204751458
lognormal,"{""sigma"":1.0}",512,6.238324625039508,1.830711656754555,5000,500,10,10,-0.0516,4.67307205441088,0.09889670085080869,4.186799999999999,0.09349489343194109,0.905829098196393,-0.00545078125,-0.008855859375,380681.689,3182.8746,2.538127549531916
lognormal,"{""sigma"":1.0}",1024,6.931471805599453,1.9360721724123813,5000,500,10,10,-0.0564,5.30347973594719,0.11203858766373467,4.753555555555556,0.10499228069207481,1.026271583166333,-0.01360859375,0.00324921875,1.513821446e6,7524.5344,13.73469272725107
