distribution,distribution_params,L,log_L,log_log_L,pairs,observations,walks,environments,walks_per_environment_min,walks_per_environment_max,mean_winding_1,mean_winding_2,mean_winding_difference,variance_winding_1,variance_winding_2,covariance_winding_1_winding_2,correlation_winding_1_winding_2,pooled_single_winding_variance,double_dimer_variance,double_dimer_variance_se,variance_ratio_to_twice_pooled,variance_identity_rhs,variance_identity_residual,mean_winding,annealed_variance,annealed_variance_se,mean_exit_x_over_L,mean_exit_y_over_L,mean_raw_walk_length,mean_loop_erased_path_length,mean_runtime
inverse_gamma,"{""alpha"":2.2}",1024,6.931471805599453,1.9360721724123813,2000,2000,4000,2000,2,2,0.0605,0.022,0.0385,5.485582541270635,5.209120560280138,0.3198289144572289,0.059830708054987594,5.346385033758442,10.055045272636306,0.32445362723702753,0.9403592529481304,10.055045272636315,-8.881784197001252e-15,0.0385,10.055045272636306,0.32445362723702753,-0.00725439453125,-0.00361865234375,1.369193939e6,7511.867,0.7142553894992161
inverse_gamma,"{""alpha"":2.2}",2048,7.6246189861593985,2.0313823522167063,500,500,1000,500,2,2,-0.098,0.054,-0.152,5.631659318637273,6.131346693386776,0.510312625250501,0.08684407400612994,5.8813973973973965,10.742380761523046,0.8130645721147648,0.9132507154062319,10.742380761523048,-1.7763568394002505e-15,-0.152,10.742380761523046,0.8130645721147648,-0.01030859375,-0.01117626953125,5.697859689e6,17788.657,2.7591233120008836
inverse_gamma,"{""alpha"":2.2}",4096,8.317766166719343,2.118393729206336,500,500,1000,500,2,2,0.014,0.052,-0.038,5.973751503006013,6.49829258517034,0.552376753507014,0.08865682742641284,6.23014114114114,11.367290581162324,0.7240342051055271,0.91228194704111,11.367290581162326,-1.7763568394002505e-15,-0.038,11.367290581162324,0.7240342051055271,0.042970458984375,0.012703857421875,2.3136206134e7,42022.076,73.43156195099722
lognormal,"{""sigma"":0.5}",16,2.772588722239781,1.0197814405382262,5000,5000,10000,5000,2,2,-0.029,-0.015,-0.014,1.9529495899179832,1.9927735547109422,0.038372674534906934,0.019451252783028526,1.9727132713271327,3.8689777955591125,0.08110040047957916,0.9806234519211902,3.8689777955591116,8.881784197001252e-16,-0.014,3.8689777955591125,0.08110040047957916,0.0012375,0.00936875,307.1709,40.6813,9.532349921064451e-5
lognormal,"{""sigma"":0.5}",32,3.4657359027997265,1.242924991852436,2000,2000,4000,2000,2,2,-0.0065,0.0465,-0.053,2.508712106053028,2.5496125562781398,0.09084767383691832,0.035921238687950864,2.5292323080770185,4.876629314657326,0.1551645566813583,0.9640532621467736,4.876629314657332,-5.329070518200751e-15,-0.053,4.876629314657326,0.1551645566813583,-0.01540625,-0.0149140625,1238.52475,97.74075,0.000479440750030335
lognormal,"{""sigma"":0.5}",64,4.1588830833596715,1.4252465486463906,2000,2000,4000,2000,2,2,-0.025,-0.0315,0.0065,3.0338919459729885,3.167091295647825,0.09025762881440721,0.029117465796666898,3.0997268692173066,6.020467983991995,0.19467365546612894,0.9711287861811171,6.020467983991999,-4.440892098500626e-15,0.0065,6.020467983991995,0.19467365546612894,-0.00780078125,0.01387109375,5012.6585,232.8185,0.001825915750261629
lognormal,"{""sigma"":0.5}",128,4.852030263919617,1.5793972284736488,2000,2000,4000,2000,2,2,-0.069,0.032,-0.101,3.9332056028013986,3.3966743371685815,0.21831715857928963,0.05972932278663226,3.666574393598399,6.893245622811416,0.21687159023895466,0.9400116952279184,6.893245622811401,1.509903313490213e-14,-0.101,6.893245622811416,0.21687159023895466,0.004556640625,-0.000455078125,20297.2045,561.274,0.007242118999216473
lognormal,"{""sigma"":0.5}",256,5.545177444479562,1.7129286210981716,2000,2000,4000,2000,2,2,0.05,0.006,0.044,4.351675837918959,4.052990495247632,0.30435217608804405,0.07247034857994838,4.201766441610403,7.795961980990495,0.24235350182812446,0.9277005384909677,7.795961980990504,-8.881784197001252e-15,0.044,7.795961980990495,0.24235350182812446,0.015685546875,-0.013369140625,80178.743,1321.9125,0.027416222249070414
lognormal,"{""sigma"":0.5}",512,6.238324625039508,1.830711656754555,2000,2000,4000,2000,2,2,-0.159,-0.0565,-0.1025,4.559998999499751,4.643629564782386,0.3221775887943971,0.07001388379625403,4.603290760190047,8.559273386693352,0.26452876119190283,0.9296907182917098,8.559273386693343,8.881784197001252e-15,-0.1025,8.559273386693352,0.26452876119190283,0.0047978515625,0.02180224609375,328603.19825,3154.97775,0.0730714009993826
lognormal,"{""sigma"":0.5}",1024,6.931471805599453,1.9360721724123813,2000,2000,4000,2000,2,2,0.054,0.0865,-0.0325,5.450809404702352,5.432734117058523,0.19242521260630308,0.03536081380079799,5.44067510627657,10.498693096548276,0.3400886485397374,0.9648336733465838,10.498693096548267,8.881784197001252e-15,-0.0325,10.498693096548276,0.3400886485397374,0.0025322265625,0.010441162109375,1.28007876425e6,7421.53775,0.35496019625032205
lognormal,"{""sigma"":0.5}",2048,7.6246189861593985,2.0313823522167063,500,500,1000,500,2,2,-0.046,0.172,-0.218,5.8636112224448915,5.906228456913828,0.2744609218436876,0.0466383108930263,5.890921921921923,11.22091783567134,0.7787682519008777,0.9523906431279348,11.220917835671344,-3.552713678800501e-15,-0.218,11.22091783567134,0.7787682519008777,0.0255107421875,-0.01375,4.94841798e6,17805.616,1.3747775389966554
lognormal,"{""sigma"":0.5}",4096,8.317766166719343,2.118393729206336,500,500,1000,500,2,2,-0.072,0.078,-0.15,5.89460521042084,7.03398396793587,0.0036232464929860015,0.0005626908222009164,6.4634544544544505,12.921342685370737,0.816937151863829,0.9995694080017592,12.921342685370737,0.0,-0.15,12.921342685370737,0.816937151863829,-0.000211181640625,0.041275634765625,2.05252464e7,42867.886,3.495203948002425
lognormal,"{""sigma"":1.0}",16,2.772588722239781,1.0197814405382262,5000,5000,10000,5000,2,2,-0.0096,-0.0024,-0.0072,1.9358950190037998,1.9643871174234844,0.20141724344868966,0.10328617824952618,1.949958995899587,3.4974476495299074,0.07678943218044194,0.8968003062844938,3.497447649529905,2.220446049250313e-15,-0.0072,3.4974476495299074,0.07678943218044194,0.002075,0.0053375,349.7506,41.269,4.106250016484409e-5
lognormal,"{""sigma"":1.0}",32,3.4657359027997265,1.242924991852436,5000,5000,10000,5000,2,2,0.0176,0.0088,0.0088,2.4749852370474072,2.4888203240648124,0.23189149829965983,0.0934333128759706,2.4816739273927406,4.5000225645129035,0.0951928810428183,0.9066506511676677,4.5000225645129,3.552713678800501e-15,0.0088,4.5000225645129035,0.0951928810428183,-0.005565625,0.012875,1422.1041,98.7685,0.00020239950066898018
lognormal,"{""sigma"":1.0}",64,4.1588830833596715,1.4252465486463906,5000,5000,10000,5000,2,2,0.016,0.0014,0.0146,3.0239487897579505,2.9819944388877775,0.33384436887377456,0.1111740493490514,3.002724582458245,5.338254490898175,0.11136876738893618,0.8889017864115759,5.338254490898179,-4.440892098500626e-15,0.0146,5.338254490898175,0.11136876738893618,0.003925,0.000409375,5683.462,234.4706,0.0008942718002130278
lognormal,"{""sigma"":1.0}",128,4.852030263919617,1.5793972284736488,5000,5000,10000,5000,2,2,0.0034,0.0008,0.0026,3.5568998199639914,3.615922544508902,0.27365201040208004,0.07630504746222551,3.5860541954195435,6.62551834366874,0.13907235047066524,0.9237894887550075,6.625518343668733,7.105427357601002e-15,0.0026,6.62551834366874,0.13907235047066524,0.00188125,-0.001625,23619.4658,561.211,0.003982211999734864
lognormal,"{""sigma"":1.0}",256,5.545177444479562,1.7129286210981716,5000,5000,10000,5000,2,2,-0.037,-0.0378,0.0008,4.184067813562712,4.217614682936587,0.4610936187237448,0.10976308485344623,4.200421282128211,7.479495259051809,0.155876490964766,0.8903267977994582,7.4794952590518085,8.881784197001252e-16,0.0008,7.479495259051809,0.155876490964766,-0.008153515625,-0.001115234375,94581.4236,1342.7018,0.015466155399917626
lognormal,"{""sigma"":1.0}",512,6.238324625039508,1.830711656754555,5000,5000,10000,5000,2,2,-0.0088,0.0362,-0.045,4.850092578515704,4.687827125425085,0.4246034806961394,0.08904770723410795,4.768989208920894,8.688712742548512,0.18080249988275324,0.910959572554218,8.68871274254851,1.7763568394002505e-15,-0.045,8.688712742548512,0.18080249988275324,-0.0006119140625,-0.0030712890625,382443.7898,3168.9778,0.058789217400108465
lognormal,"{""sigma"":1.0}",1024,6.931471805599453,1.9360721724123813,5000,5000,10000,5000,2,2,-0.0036,-0.0354,0.0318,5.45627829565913,5.327612362472493,0.5941913982796561,0.1102076634547377,5.391658915891589,9.595507861572314,0.19092998427145433,0.8898474487406959,9.595507861572312,1.7763568394002505e-15,0.0318,9.595507861572314,0.19092998427145433,-0.00143466796875,0.0069423828125,1.5376730435e6,7535.8243,0.22452078910005513
lognormal,"{""sigma"":1.0}",2048,7.6246189861593985,2.0313823522167063,500,500,1000,500,2,2,0.214,-0.144,0.358,5.515234468937875,5.903070140280561,0.29941482965931854,0.05247498760874398,5.735510510510512,10.819474949899798,0.6444604731903799,0.9432006906859253,10.819474949899798,0.0,0.358,10.819474949899798,0.6444604731903799,0.00902685546875,-0.02718798828125,6.17115681e6,18053.134,0.8606811079987092
lognormal,"{""sigma"":1.0}",4096,8.317766166719343,2.118393729206336,500,500,1000,500,2,2,-0.19,-0.108,-0.082,6.575050100200399,7.831999999999998,0.5064929859719438,0.07058096030258082,7.197996996996993,13.394064128256511,0.8758011411083577,0.9304021753443714,13.39406412825651,1.7763568394002505e-15,-0.082,13.394064128256511,0.8758011411083577,-0.02027001953125,0.007976806640625,2.5533536779e7,42997.707,3.1019350279998035
pareto,"{""alpha"":2.0}",16,2.772588722239781,1.0197814405382262,5000,5000,10000,5000,2,2,0.0116,-0.0262,0.0378,1.9322518903780757,1.9347005001000201,0.09292250450090017,0.048059822695949904,1.933640074007401,3.681107381476295,0.07787783625974744,0.9518595086435423,3.6811073814762953,-4.440892098500626e-16,0.0378,3.681107381476295,0.07787783625974744,-0.003075,0.0164125,313.941,40.9248,5.046389953931793e-5
pareto,"{""alpha"":2.0}",32,3.4657359027997265,1.242924991852436,5000,5000,10000,5000,2,2,0.0092,-0.0424,0.0516,2.46440824164833,2.577517743548708,0.11981404280856169,0.047539057195192636,2.521376577657767,4.802297899579913,0.10351930281354656,0.9523166714035648,4.802297899579914,-8.881784197001252e-16,0.0516,4.802297899579913,0.10351930281354656,-0.005021875,-0.011228125,1266.3952,98.353,0.00023179789995774627
pareto,"{""alpha"":2.0}",64,4.1588830833596715,1.4252465486463906,5000,5000,10000,5000,2,2,-0.0148,0.0294,-0.0442,3.0515912782556502,3.1219600320064003,0.0852521704340869,0.027620312796714917,3.0869554055405555,6.003046969393879,0.12301669751102749,0.9723248607057037,6.003046969393877,2.6645352591003757e-15,-0.0442,6.003046969393879,0.12301669751102749,-0.0013296875,0.0069828125,5077.1584,233.0288,0.0010621862000669354
pareto,"{""alpha"":2.0}",128,4.852030263919617,1.5793972284736488,5000,5000,10000,5000,2,2,0.0082,0.0022,0.006,3.7540835767153444,3.727340628125626,0.09900176035207042,0.026466188830083892,3.7403469946994714,7.283420684136835,0.14932802431589337,0.9736290101504395,7.283420684136829,5.329070518200751e-15,0.006,7.283420684136835,0.14932802431589337,0.00812265625,0.00225703125,20685.4506,557.5258,0.004370217800850514
pareto,"{""alpha"":2.0}",256,5.545177444479562,1.7129286210981716,5000,5000,10000,5000,2,2,-0.0272,-0.0234,-0.0038,4.079676095219042,4.3689262252450485,0.1735982396479296,0.041119243826526895,4.223882298229824,8.101405841168232,0.16182921542488618,0.9589999518409201,8.101405841168232,0.0,-0.0038,8.101405841168232,0.16182921542488618,-0.009581640625,-0.00083984375,81531.9627,1321.7391,0.016453613800310997
pareto,"{""alpha"":2.0}",512,6.238324625039508,1.830711656754555,5000,5000,10000,5000,2,2,-0.0416,0.002,-0.0436,4.556380716143226,4.747345469093819,0.27173754750950185,0.05842708649305593,4.651873147314731,8.760251090218041,0.1760552103079771,0.941583187331199,8.760251090218043,-1.7763568394002505e-15,-0.0436,8.760251090218041,0.1760552103079771,0.0039787109375,0.004491015625,322344.6429,3139.0795,0.06141220310019562
pareto,"{""alpha"":2.0}",1024,6.931471805599453,1.9360721724123813,5000,5000,10000,5000,2,2,-0.0242,0.0588,-0.083,5.300674494898982,5.184379435887176,0.1920613722744548,0.03663752012649895,5.2437250825082495,10.100931186237249,0.20198013346905333,0.9631446183106948,10.100931186237249,0.0,-0.083,10.100931186237249,0.20198013346905333,-0.008366015625,-0.00343076171875,1.3033592359e6,7477.8453,0.23481021010046824
pareto,"{""alpha"":2.0}",2048,7.6246189861593985,2.0313823522167063,500,500,1000,500,2,2,0.084,0.158,-0.074,5.403751503006012,6.173382765531063,0.014757515030060142,0.0025550767314523643,5.784143143143142,11.547619238476953,0.729619058357531,0.9982134736902362,11.547619238476955,-1.7763568394002505e-15,-0.074,11.547619238476953,0.729619058357531,-0.02609326171875,-0.0275888671875,5.436324837e6,17774.971,0.9401895920039387
pareto,"{""alpha"":2.0}",4096,8.317766166719343,2.118393729206336,500,500,1000,500,2,2,-0.038,-0.032,-0.006,6.401358717434872,6.419815631262524,0.2913667334669338,0.045450912287695315,6.404179179179182,12.238440881763532,0.7840340027066234,0.9555042527192472,12.238440881763529,3.552713678800501e-15,-0.006,12.238440881763532,0.7840340027066234,0.0360224609375,0.0495107421875,2.1153086032e7,42447.658,3.1649677130009515
pareto,"{""alpha"":3.0}",16,2.772588722239781,1.0197814405382262,5000,5000,10000,5000,2,2,0.0298,0.0172,0.0126,1.9368993398679748,1.9044850570114038,0.035694578915783204,0.018584888193065578,1.9205398039803978,3.7699952390478098,0.07686118278370657,0.981493648617524,3.7699952390478124,-2.6645352591003757e-15,0.0126,3.7699952390478098,0.07686118278370657,0.0046625,-0.007075,305.5372,40.8592,5.190539924660698e-5
pareto,"{""alpha"":3.0}",32,3.4657359027997265,1.242924991852436,2000,2000,4000,2000,2,2,-0.0535,-0.0305,-0.023,2.6789772386193076,2.494817158579289,-0.0391513256628314,-0.015144069666080789,2.586382595648911,5.25209704852426,0.17477831102768365,1.0153364504849165,5.252097048524259,8.881784197001252e-16,-0.023,5.25209704852426,0.17477831102768365,-0.006140625,0.007515625,1225.5855,98.4745,0.00022005249955691397
pareto,"{""alpha"":3.0}",64,4.1588830833596715,1.4252465486463906,2000,2000,4000,2000,2,2,-0.009,0.0425,-0.0515,2.8813596798399206,3.123255377688842,0.09543021510755374,0.03181144649018976,3.0022199924981217,5.813754627313657,0.18996756502026474,0.9682426074439804,5.813754627313655,2.6645352591003757e-15,-0.0515,5.813754627313657,0.18996756502026474,-0.0037109375,-0.01919140625,5060.54325,234.23875,0.0010996945011720527
pareto,"{""alpha"":3.0}",128,4.852030263919617,1.5793972284736488,2000,2000,4000,2000,2,2,-0.009,0.0035,-0.0125,3.651744872436221,3.668321910955477,0.04805552776388191,0.013129839497616513,3.6591572268067014,7.2239557278639355,0.23186566554651317,0.9871064947608423,7.223955727863934,1.7763568394002505e-15,-0.0125,7.2239557278639355,0.23186566554651317,0.003951171875,0.0028828125,20016.93375,555.49275,0.004535117748135235
pareto,"{""alpha"":3.0}",256,5.545177444479562,1.7129286210981716,2000,2000,4000,2000,2,2,-0.0345,-0.091,0.0565,4.043331415707853,4.157797898949475,0.15793946973486744,0.03852026957504344,4.100337521880473,7.885250375187595,0.26371483253805705,0.9615367433912254,7.885250375187595,0.0,0.0565,7.885250375187595,0.26371483253805705,-0.0317470703125,-0.0051943359375,79383.3305,1332.997,0.01626751200002036
pareto,"{""alpha"":3.0}",512,6.238324625039508,1.830711656754555,2000,2000,4000,2000,2,2,0.0415,-0.006,0.0475,4.623089294647322,4.791359679839927,0.09579689844922498,0.0203542882508915,4.706611590397599,9.222855177588796,0.2962752677455372,0.9797765335475325,9.2228551775888,-3.552713678800501e-15,0.0475,9.222855177588796,0.2962752677455372,-0.00788671875,0.003673828125,311489.0825,3135.428,0.06417938124996726
pareto,"{""alpha"":3.0}",1024,6.931471805599453,1.9360721724123813,2000,2000,4000,2000,2,2,0.0145,0.0035,0.011,5.476027763881946,5.226100800400202,-0.0765890445222611,-0.01431676643289855,5.3497564391097825,10.855306653326666,0.3438791956152336,1.0145608287854153,10.85530665332667,-3.552713678800501e-15,0.011,10.855306653326666,0.3438791956152336,-0.005005859375,0.006332763671875,1.26658590925e6,7475.92575,0.24279383700003382
pareto,"{""alpha"":3.0}",2048,7.6246189861593985,2.0313823522167063,500,500,1000,500,2,2,0.052,0.058,-0.006,6.333963927855712,6.856348697394788,-0.15332264529058104,-0.023266018141070745,6.58856356356356,13.496957915831667,0.9061644580022848,1.0242716629822997,13.496957915831661,5.329070518200751e-15,-0.006,13.496957915831667,0.9061644580022848,-0.01113818359375,-0.0107734375,5.087841753e6,18205.947,0.939473897997872
pareto,"{""alpha"":3.0}",4096,8.317766166719343,2.118393729206336,500,500,1000,500,2,2,0.064,0.052,0.012,6.404713426853705,6.786869739478958,-0.5404088176352706,-0.08196676942825992,6.589225225225227,14.272400801603194,0.8252040684403138,1.0830105447727618,14.272400801603204,-1.0658141036401503e-14,0.012,14.272400801603194,0.8252040684403138,0.029837890625,0.0554248046875,1.99086818e7,42097.984,3.2194645770000063
triangular,"{""a"":0.8}",16,2.772588722239781,1.0197814405382262,5000,5000,10000,5000,2,2,-0.0336,-0.0064,-0.0272,1.92725649129826,1.9319454290858187,-0.023019643928785607,-0.011929752003053835,1.9295929592959307,3.9052412082416463,0.08554847677988253,1.011933939079719,3.90524120824165,-3.552713678800501e-15,-0.0272,3.9052412082416463,0.08554847677988253,0.00413125,0.0033,305.4457,40.6451,4.217010074062273e-5
triangular,"{""a"":0.8}",32,3.4657359027997265,1.242924991852436,2000,2000,4000,2000,2,2,-0.0635,-0.05,-0.0135,2.3846600800400215,2.4867433716858423,0.04034517258629316,0.01656772404763292,2.4351382220555133,4.790713106553277,0.1564228611162048,0.983663486360419,4.7907131065532775,-8.881784197001252e-16,-0.0135,4.790713106553277,0.1564228611162048,0.0058125,-0.0193671875,1224.48875,97.14125,0.00021667425020132215
triangular,"{""a"":0.8}",64,4.1588830833596715,1.4252465486463906,2000,2000,4000,2000,2,2,-0.0375,-0.0265,-0.011,2.9855865432716375,2.9912933966983517,-0.009498499249624856,-0.0031784153855667994,2.98772293073268,5.995876938469236,0.19819529504267458,1.003419171971021,5.995876938469239,-3.552713678800501e-15,-0.011,5.995876938469236,0.19819529504267458,0.010890625,0.00107421875,4963.88125,232.37225,0.0008186925002373755
triangular,"{""a"":0.8}",128,4.852030263919617,1.5793972284736488,2000,2000,4000,2000,2,2,-0.0395,-0.024,-0.0155,3.5397096048024044,3.518183091545778,0.1751395697848925,0.04962965347847191,3.5281239684921233,6.707613556778388,0.22403770252740243,0.9505921017346138,6.707613556778398,-9.769962616701378e-15,-0.0155,6.707613556778388,0.22403770252740243,0.01344921875,0.0074296875,19481.022,557.489,0.00415164249992813
triangular,"{""a"":0.8}",256,5.545177444479562,1.7129286210981716,2000,2000,4000,2000,2,2,0.0455,-0.025,0.0705,4.1905250125062485,4.231490745372688,0.14370935467733872,0.03412747230582162,4.211197736934233,8.134597048524265,0.26726485416927837,0.9658293859226711,8.13459704852426,5.329070518200751e-15,0.0705,8.134597048524265,0.26726485416927837,0.011341796875,-0.0070234375,80030.494,1311.0645,0.015428542249865132
triangular,"{""a"":0.8}",512,6.238324625039508,1.830711656754555,2000,2000,4000,2000,2,2,-0.025,-0.021,-0.004,4.807778889444723,4.711914957478744,0.15855427713856918,0.033312482416591044,4.758660665166289,9.202585292646324,0.2896992665242276,0.9669301868916456,9.202585292646328,-3.552713678800501e-15,-0.004,9.202585292646324,0.2896992665242276,0.0121083984375,0.009734375,316016.3,3142.704,0.059706306249718184
triangular,"{""a"":0.8}",1024,6.931471805599453,1.9360721724123813,2000,2000,4000,2000,2,2,-0.0075,-0.0085,0.001,5.3871373186593265,5.4211383191595806,0.2715720360180087,0.05025285973459755,5.4027866966741644,10.265131565782891,0.33079070494184953,0.9499849005793508,10.26513156578289,1.7763568394002505e-15,0.001,10.265131565782891,0.33079070494184953,-0.00287109375,-0.0003486328125,1.254177241e6,7451.352,0.22362158824922518
triangular,"{""a"":0.8}",2048,7.6246189861593985,2.0313823522167063,500,500,1000,500,2,2,0.106,-0.19,0.296,5.489743486973946,6.134168336673343,-0.007875751503005998,-0.0013571821333211154,5.828064064064063,11.639663326653311,0.7603370258963194,0.9985874553459066,11.639663326653302,8.881784197001252e-15,0.296,11.639663326653311,0.7603370258963194,-0.02920703125,0.0083984375,5.073384968e6,18045.006,1.0093797399989561
triangular,"{""a"":0.8}",4096,8.317766166719343,2.118393729206336,500,500,1000,500,2,2,-0.056,0.106,-0.162,5.844553106212426,6.668100200400802,0.011959919839679468,0.0019158061171095462,6.256631631631632,12.48873346693387,0.8158293034225633,0.9980396962955771,12.48873346693387,0.0,-0.162,12.48873346693387,0.8158293034225633,0.018786865234375,0.018424072265625,2.0333276764e7,41698.984,3.722764620997128
uniform,"{""a"":0.7}",16,2.772588722239781,1.0197814405382262,5000,5000,10000,5000,2,2,-0.003,-0.0112,0.0082,1.945380076015206,1.9706686937387488,0.019370274054810874,0.009892970743345511,1.957845374537454,3.8773082216443293,0.07976550620845192,0.9901977633346948,3.877308221644333,-3.552713678800501e-15,0.0082,3.8773082216443293,0.07976550620845192,0.00046875,6.875e-5,309.9106,41.1878,4.620099976891652e-5
uniform,"{""a"":0.7}",32,3.4657359027997265,1.242924991852436,5000,5000,10000,5000,2,2,0.015,-0.0142,0.0292,2.51367773554711,2.555309421884377,0.051223244648929786,0.020211127289725028,2.5344532853285333,4.966540668133628,0.10168637946026872,0.9798051313243736,4.966540668133627,8.881784197001252e-16,0.0292,4.966540668133628,0.10168637946026872,-0.013384375,-0.007,1239.4819,97.8827,0.0002266075998544693
uniform,"{""a"":0.7}",64,4.1588830833596715,1.4252465486463906,5000,5000,10000,5000,2,2,-0.0224,0.0336,-0.056,3.0941170634126824,2.955062052410481,0.014955631126225227,0.004945988156174497,3.0250711471147134,6.019267853570714,0.12443903735087831,0.9948969066912425,6.019267853570713,8.881784197001252e-16,-0.056,6.019267853570714,0.12443903735087831,-0.001246875,-0.0023328125,4985.6931,233.9183,0.0010461798991309478
uniform,"{""a"":0.7}",128,4.852030263919617,1.5793972284736488,5000,5000,10000,5000,2,2,-0.0434,-0.0278,-0.0156,3.5702304860972194,3.6749621524304854,0.1042143228645728,0.02877086032295989,3.6222948694869492,7.03676399279856,0.1475961519691454,0.9713129723471721,7.0367639927985595,8.881784197001252e-16,-0.0156,7.03676399279856,0.1475961519691454,-0.0025515625,-0.00429375,19625.9114,552.2152,0.0041360816008877005
uniform,"{""a"":0.7}",256,5.545177444479562,1.7129286210981716,5000,5000,10000,5000,2,2,-0.0082,-0.0052,-0.003,4.266986157231448,4.128398639727946,0.10177771554310858,0.024249415141709568,4.197274837483749,8.191829365873172,0.16230064633938304,0.9758509608086736,8.191829365873177,-5.329070518200751e-15,-0.003,8.191829365873172,0.16230064633938304,8.0078125e-5,0.0153109375,78856.4787,1310.9947,0.015576595700148027
uniform,"{""a"":0.7}",512,6.238324625039508,1.830711656754555,5000,5000,10000,5000,2,2,0.0026,-0.0316,0.0342,4.6527237847569545,4.8415697539507905,0.14331082216443258,0.030194806824658024,4.746964446444647,9.207671894378874,0.18439248459628246,0.9698484155779997,9.20767189437888,-5.329070518200751e-15,0.0342,9.207671894378874,0.18439248459628246,-0.004276171875,0.000194140625,313566.5464,3129.3732,0.05948004030048614
uniform,"{""a"":0.7}",1024,6.931471805599453,1.9360721724123813,5000,5000,10000,5000,2,2,0.0464,-0.0054,0.0518,5.268500740148029,5.332437327465492,0.1254756551310261,0.02367298752617065,5.300609810981094,10.349986757351468,0.21338827600696142,0.9763015130740005,10.349986757351466,1.7763568394002505e-15,0.0518,10.349986757351468,0.21338827600696142,0.01884345703125,-0.009837109375,1.2670722211e6,7442.2285,0.22857564199937042
uniform,"{""a"":0.7}",2048,7.6246189861593985,2.0313823522167063,500,500,1000,500,2,2,0.034,0.17,-0.136,5.820484969939881,5.852805611222442,0.16454909819639282,0.02819251825853335,5.835431431431427,11.344192384769537,0.7392261722074875,0.9720097406736912,11.344192384769539,-1.7763568394002505e-15,-0.136,11.344192384769537,0.7392261722074875,0.00718408203125,-0.03666064453125,5.299647118e6,17567.81,0.9232314419962931
uniform,"{""a"":0.7}",4096,8.317766166719343,2.118393729206336,500,500,1000,500,2,2,-0.17,0.12,-0.29,6.802705410821639,6.707014028056114,0.3711422845691381,0.05494586277586074,6.769144144144146,12.767434869739478,0.7492630618135907,0.9430612347636544,12.767434869739477,1.7763568394002505e-15,-0.29,12.767434869739478,0.7492630618135907,0.033260498046875,0.008898193359375,2.0062064062e7,41775.662,3.120518909001374
weibull,"{""shape"":0.7}",16,2.772588722239781,1.0197814405382262,5000,5000,10000,5000,2,2,0.0384,0.0056,0.0328,1.9405135427085416,2.0007687937587533,0.35565609121824376,0.18049844284807343,1.9707130713071308,3.229970154030806,0.07199878475404904,0.8194927513949145,3.2299701540308074,-1.3322676295501878e-15,0.0328,3.229970154030806,0.07199878475404904,-0.003075,0.00695,443.4484,41.8484,5.6191800581291315e-5
weibull,"{""shape"":0.7}",32,3.4657359027997265,1.242924991852436,5000,5000,10000,5000,2,2,0.0038,0.025,-0.0212,2.5334922584516906,2.597294458891779,0.41978895779155817,0.1636479711153921,2.5652491649164912,4.291208801760354,0.09086013949626273,0.8364116945146827,4.291208801760353,8.881784197001252e-16,-0.0212,4.291208801760354,0.09086013949626273,0.00301875,-0.0139875,1866.6624,100.0644,0.00026407479949994015
weibull,"{""shape"":0.7}",64,4.1588830833596715,1.4252465486463906,5000,5000,10000,5000,2,2,-0.0324,-0.0122,-0.0202,3.0487599919984003,3.117074574914983,0.44529377875575116,0.14444796003034974,3.082710981098109,5.275247009401882,0.1085312389138084,0.8556181623492252,5.27524700940188,1.7763568394002505e-15,-0.0202,5.275247009401882,0.1085312389138084,6.5625e-5,0.0064328125,7724.2759,237.2711,0.0013248929002787919
weibull,"{""shape"":0.7}",128,4.852030263919617,1.5793972284736488,5000,5000,10000,5000,2,2,0.0496,0.0724,-0.0228,3.6154629325865164,3.704299099819962,0.6115312662532508,0.16710278449808996,3.6596449644964526,6.09669949989998,0.12748723996994357,0.8329632463048028,6.096699499899977,3.552713678800501e-15,-0.0228,6.09669949989998,0.12748723996994357,0.00092734375,-0.00369140625,31577.1298,566.4716,0.0054856335001066325
weibull,"{""shape"":0.7}",256,5.545177444479562,1.7129286210981716,5000,5000,10000,5000,2,2,0.0204,0.006,0.0144,4.253234486897378,4.1980036007201464,0.6017979595919186,0.14241956148334012,4.225248284828484,7.247642168433685,0.14788622382290842,0.8576587314948628,7.247642168433688,-3.552713678800501e-15,0.0144,7.247642168433685,0.14788622382290842,0.00205703125,0.0006515625,130378.6608,1352.9942,0.02059347940031439
weibull,"{""shape"":0.7}",512,6.238324625039508,1.830711656754555,5000,5000,10000,5000,2,2,-0.0048,-0.0278,0.023,4.846146189237846,4.709969153830768,0.7150095619123826,0.1496595940220767,4.777712081208118,8.126096219243847,0.16691552250531083,0.8504171119065256,8.126096219243848,-1.7763568394002505e-15,0.023,8.126096219243847,0.16691552250531083,0.017016015625,0.00281953125,531328.856,3208.1624,0.07565710349949077
weibull,"{""shape"":0.7}",1024,6.931471805599453,1.9360721724123813,5000,5000,10000,5000,2,2,-0.0368,0.0306,-0.0674,5.294904740948196,5.198703380676137,0.7664793758751739,0.14609114014263058,5.247415131513153,8.960649369873975,0.18219224911409407,0.8538155592132528,8.960649369873986,-1.0658141036401503e-14,-0.0674,8.960649369873975,0.18219224911409407,0.00226142578125,-0.0009095703125,2.1537824631e6,7696.7305,0.28521292849993335
