model,fraction_num,fraction_den,order,separation,n,mean_1,mean_2,marginal,marginal_low,marginal_high,conditional,conditional_low,conditional_high,disorder,disorder_low,disorder_high
uniform,1,16,2560,320,400,0.0525,-0.0125,0.8381390977,0.7598572212,0.9179916197,0.8550250627,0.7514285714,0.962329339,-0.01688596491,-0.09673684211,0.06423386591
uniform,1,16,3072,384,300,-0.07,-0.05,0.9126755853,0.8064059365,1.022940357,0.8459531773,0.7206020067,0.9793756968,0.06672240803,-0.04232525084,0.1812508361
uniform,1,16,4096,512,150,-0.08,-0.04,0.9288590604,0.779082774,1.074456935,0.8448322148,0.6605145414,1.035111857,0.08402684564,-0.0693064877,0.2390167785
uniform,1,16,5120,640,80,-0.025,-0.05,0.9477848101,0.7384196994,1.15427413,0.860443038,0.607278481,1.123734177,0.08734177215,-0.1365545886,0.3232674051
uniform,1,16,6144,768,40,-0.025,0.125,1.325,0.8381330128,1.775320513,1.296153846,0.7560897436,1.858653846,0.02884615385,-0.3397435897,0.3871955128
uniform,1,8,32,8,6000,-0.05466666667,-0.05833333333,0.4888858699,0.4772945411,0.5005537878,0.4870744569,0.4699369579,0.5046442018,0.001811413013,-0.01070787353,0.0144781797
uniform,1,8,64,16,6000,-0.05083333333,-0.048,0.5608994694,0.547461976,0.5743398,0.5535049036,0.5345087428,0.572320095,0.007394565761,-0.006804113186,0.02160964744
uniform,1,8,128,32,6000,-0.0335,-0.04783333333,0.6310667056,0.6160655529,0.6461628497,0.6275018614,0.6054753237,0.6501402793,0.003564844141,-0.01227448672,0.0193451992
uniform,1,8,256,64,6000,-0.054,-0.05783333333,0.6917349419,0.6741140162,0.7092763349,0.6908577957,0.6661902345,0.7157014534,0.000877146191,-0.01661318136,0.01849747527
uniform,1,8,512,128,5000,-0.0602,-0.055,0.7302215243,0.7096409857,0.750567611,0.7275319864,0.6985843994,0.7556472294,0.002689537908,-0.01729632326,0.02286427285
uniform,1,8,768,192,4000,-0.02575,-0.04125,0.7880146912,0.764387979,0.8112361755,0.8015802701,0.7676893716,0.8354628438,-0.01356557889,-0.03789815266,0.01056997843
uniform,1,8,1024,256,3000,-0.04033333333,-0.065,0.825015783,0.7960532983,0.8546549141,0.7869580971,0.7470203054,0.826704746,0.0380576859,0.007912645882,0.06812088196
uniform,1,8,1536,384,1600,-0.023125,-0.001875,0.8909126798,0.8483291364,0.9336008003,0.8771974672,0.8172728072,0.9380794442,0.01371521263,-0.03060039478,0.05710862258
uniform,1,8,2048,512,1000,-0.05,-0.055,0.8756131131,0.821645483,0.9299219094,0.8993868869,0.8201717843,0.9821021396,-0.02377377377,-0.07978153153,0.03057505005
uniform,1,8,2560,640,400,-0.055,-0.025,0.8778696742,0.7928405388,0.9620946898,0.9393984962,0.8065012531,1.080089286,-0.06152882206,-0.1506282895,0.02533255013
uniform,1,8,3072,768,300,0.02333333333,-0.04666666667,0.920039019,0.8146171962,1.025776477,0.8721237458,0.7347519509,1.011960981,0.04791527313,-0.05030183946,0.1452842809
uniform,1,8,4096,1024,150,-0.18,-0.12,0.9529530201,0.8100167785,1.094857942,0.880738255,0.687360179,1.083870246,0.0722147651,-0.07790044743,0.2206744966
uniform,1,8,5120,1280,80,-0.2125,0.1,1.003718354,0.7783227848,1.229592563,1.058148734,0.760650712,1.366778085,-0.05443037975,-0.251744462,0.1441613924
uniform,1,8,6144,1536,40,-0.25,0.175,0.9650641026,0.7163461538,1.178205128,0.8945512821,0.6022435897,1.176602564,0.07051282051,-0.1602564103,0.3076923077
uniform,1,4,32,16,6000,-0.1133333333,-0.1256666667,0.5436056565,0.5309175533,0.5561409412,0.5525160304,0.5335861602,0.5715968616,-0.008910373951,-0.02271456632,0.004750229205
uniform,1,4,64,32,6000,-0.1071666667,-0.09783333333,0.6157412624,0.60108169,0.6300281193,0.6163925099,0.5952591335,0.6378758571,-0.0006512474301,-0.01615581208,0.01454844696
uniform,1,4,128,64,6000,-0.0905,-0.1001666667,0.6888363338,0.6711219144,0.7057189841,0.7027370673,0.6781953676,0.7282684225,-0.01390073346,-0.03125840696,0.003373046202
uniform,1,4,256,128,6000,-0.1105,-0.096,0.763164069,0.7438101333,0.7821969304,0.7662725871,0.7398541858,0.793218203,-0.003108518086,-0.02182739971,0.01591165611
uniform,1,4,512,256,5000,-0.0796,-0.11,0.8127444689,0.7899984472,0.8352223635,0.80969986,0.7770971319,0.8413780581,0.003044608922,-0.01963207241,0.02598236247
uniform,1,4,768,384,4000,-0.102,-0.117,0.8346621655,0.8084498906,0.8602151749,0.8430982746,0.806068911,0.8795271169,-0.008436109027,-0.03442935109,0.01827759596
uniform,1,4,1024,512,3000,-0.1283333333,-0.1086666667,0.8829887185,0.8514842892,0.9149481105,0.8742646993,0.8296033122,0.9190276092,0.008724019117,-0.02202391908,0.0402791097
uniform,1,4,1536,768,1600,-0.093125,-0.073125,0.9248182458,0.8797750987,0.9701689533,0.9003627267,0.8365966229,0.964233862,0.02445551907,-0.02069889384,0.07047881488
uniform,1,4,2048,1024,1000,-0.098,-0.111,0.977515015,0.9196351226,1.03552231,0.9954109109,0.9136634009,1.078744194,-0.0178958959,-0.07668355856,0.042051001
uniform,1,4,2560,1280,400,-0.045,0.0325,0.9571021303,0.8649069549,1.049070175,0.9230545113,0.8006203008,1.051300125,0.03404761905,-0.06250109649,0.1310164474
uniform,1,4,3072,1536,300,-0.1833333333,-0.19,1.031917503,0.9126638796,1.151432553,1.020044593,0.8618443423,1.183340162,0.0118729097,-0.1031471572,0.1272909699
uniform,1,4,4096,2048,150,-0.18,-0.1066666667,0.9343400447,0.7870206935,1.080091723,0.9536689038,0.7686996644,1.149977629,-0.01932885906,-0.1516778523,0.1100693512
uniform,1,4,5120,2560,80,-0.125,-0.25,1.150316456,0.8829113924,1.412917326,1.068037975,0.7139240506,1.469543117,0.08227848101,-0.164556962,0.3061708861
uniform,1,4,6144,3072,40,-0.175,0,0.8689102564,0.6153846154,1.088141026,0.7407051282,0.441025641,1.046153846,0.1282051282,-0.1006570513,0.3474358974
