model,fraction_num,fraction_den,component,min_order,max_order,fit_points,log2_coefficient,log2_coefficient_low,log2_coefficient_high,delta_bic_log_minus_quadratic,delta_bic_low,delta_bic_high
gamma,1,4,disorder,128,6144,12,0.03263729486,0.003970454328,0.06045370997,-0.9131583373,-2.434784257,1.814226715
gamma,1,4,disorder,256,6144,11,0.05058452585,0.005125593832,0.09409464284,-0.8813155333,-2.352620902,1.70412468
gamma,1,4,disorder,512,6144,10,0.08570413744,0.004302250389,0.1653474986,-0.8640326013,-2.272539061,1.592588898
gamma,1,4,disorder,768,6144,9,0.142264911,0.02194292618,0.2611548556,-0.4270146735,-2.113368586,2.124455762
gamma,1,4,disorder,1024,6144,8,0.2215581779,0.0553686285,0.3892468008,-0.02952577213,-1.863222768,2.591949536
gamma,1,4,disorder,1536,6144,7,0.4777922691,0.1645080848,0.7921497669,0.997152033,-1.357426734,3.866585557
gamma,1,4,disorder,2048,6144,6,0.9769387466,0.4058579953,1.557437012,2.488205163,-0.5638658329,5.894997702
gamma,1,4,disorder,2560,6144,5,1.814178215,0.7222053886,2.909327051,4.204218073,-0.05119712124,8.762752573
uniform,1,32,marginal,128,6144,12,-0.0007452731496,-0.02934744633,0.02404702496,-2.449575911,-2.482939343,5.783678103
uniform,1,32,marginal,256,6144,11,0.0007787607356,-0.04369496273,0.03947470745,-2.382682401,-2.396027208,5.581749821
uniform,1,32,marginal,512,6144,10,0.005163311819,-0.07318359903,0.07453217105,-2.086485032,-2.300077146,5.69833223
uniform,1,32,marginal,768,6144,9,0.01412530513,-0.1008612761,0.1148269327,-1.477681665,-2.195300898,5.66410259
uniform,1,32,marginal,1024,6144,8,0.008182604017,-0.1505993274,0.1473385291,-1.963531168,-2.077639755,5.409165557
uniform,1,32,marginal,1536,6144,7,0.02500461133,-0.2638341369,0.2849654676,-1.642781906,-1.943656203,5.525792228
uniform,1,32,marginal,2048,6144,6,0.120667032,-0.4287648893,0.6158146614,0.7198900059,-1.788779755,11.25891312
uniform,1,32,marginal,2560,6144,5,-0.03053111446,-1.060296818,0.9063327723,-1.503361974,-1.605745102,12.57506566
uniform,1,16,marginal,128,6144,12,0.03912906026,-0.009468463194,0.08350148535,1.816402035,-2.44406301,6.477858718
uniform,1,16,marginal,256,6144,11,0.05833823609,-0.01824584674,0.1292839586,1.630308339,-2.358102785,5.928872587
uniform,1,16,marginal,512,6144,10,0.1064983124,-0.03146312978,0.2348898513,2.50360762,-2.252225162,7.926968118
uniform,1,16,marginal,768,6144,9,0.1462019135,-0.05726494925,0.3392894119,2.054174435,-2.162421458,7.336606495
uniform,1,16,marginal,1024,6144,8,0.2094373469,-0.07234497508,0.4787143839,2.277526375,-2.038828988,8.045749338
uniform,1,16,marginal,1536,6144,7,0.3578637666,-0.1502619451,0.8689028921,2.172985691,-1.916257507,8.358215447
uniform,1,16,marginal,2048,6144,6,0.6022039805,-0.306783051,1.518660857,2.204521324,-1.767190971,9.132817231
uniform,1,16,marginal,2560,6144,5,0.9810718252,-0.6190954964,2.625617108,2.155202438,-1.586184564,10.56966151
uniform,1,8,marginal,128,6144,12,0.001190428762,-0.02848980737,0.024981664,-2.401702287,-2.483095402,4.307037825
uniform,1,8,marginal,256,6144,11,-0.0008791899145,-0.04673398733,0.03644955152,-2.379847003,-2.395854796,4.942406462
uniform,1,8,marginal,512,6144,10,-0.009600166679,-0.08990956976,0.05721688499,-1.577538883,-2.300350521,7.987668346
uniform,1,8,marginal,768,6144,9,-0.001033967441,-0.1185066024,0.0983812773,-2.193251812,-2.194921404,6.429500895
uniform,1,8,marginal,1024,6144,8,0.01007438458,-0.1510727653,0.1481919099,-1.899169152,-2.07752019,5.490801873
uniform,1,8,marginal,1536,6144,7,0.04265467888,-0.2556411491,0.3077095596,-0.9992772113,-1.943756016,8.315180202
uniform,1,8,marginal,2048,6144,6,-0.05389290772,-0.5974582272,0.4460691505,-1.081866456,-1.788789249,8.337622778
uniform,1,8,marginal,2560,6144,5,-0.2030430359,-1.209234964,0.7544492417,2.65074292,-1.604146037,13.74647649
uniform,1,4,marginal,128,6144,12,-0.01160432647,-0.04328078999,0.01447539056,-1.847714395,-2.483043385,3.909812416
uniform,1,4,marginal,256,6144,11,-0.01918128631,-0.06796680701,0.02126299004,-1.709534984,-2.395797961,3.938886968
uniform,1,4,marginal,512,6144,10,-0.04624116622,-0.131162815,0.02635790543,-0.9801933383,-2.298360862,6.818288568
uniform,1,4,marginal,768,6144,9,-0.07617027804,-0.198511381,0.03216002235,-0.6010487204,-2.190319794,8.567833657
uniform,1,4,marginal,1024,6144,8,-0.09291308224,-0.2606565617,0.05963724872,-0.9613005361,-2.076102168,6.627725941
uniform,1,4,marginal,1536,6144,7,-0.1583841234,-0.4643726602,0.129095352,-1.013907724,-1.942763267,6.242220597
uniform,1,4,marginal,2048,6144,6,-0.2394845484,-0.7949421449,0.2919209645,-1.154210111,-1.789806506,5.020943606
uniform,1,4,marginal,2560,6144,5,-0.5417165322,-1.605284265,0.4728098557,-0.5915293575,-1.605583944,8.053033612
