campaign_id,L,environment_id,environment_seed,conditional_mean,conditional_variance,conditional_second_moment,log_partition,partition_phase_real,partition_phase_imaginary,matrix_order,precision_bits,crossed_edges,relative_solve_residual,maximum_probability_imaginary_residual,maximum_covariance_imaginary_residual,elapsed_seconds
glauber_square_grid_kasteleyn__gamma__p_0p5,8,151,10453864177944538241,-0.17405522243001514,2.8721741116913337,2.9024693321464956,30.052066142500916,1.0,-0.0,128,53,8,2.7308240597424323e-15,0.0,0.0,0.000288833
glauber_square_grid_kasteleyn__gamma__p_0p5,8,152,13011990459500858486,-0.03942007959265281,0.20208985883566194,0.203643801510753,21.785107567859207,1.0,0.0,128,53,8,5.491759670086206e-16,0.0,0.0,0.000290459
glauber_square_grid_kasteleyn__gamma__p_0p5,8,153,2679508826139666849,0.13522031576319088,2.098118040666681,2.116402574461778,17.176466127431908,1.0,0.0,128,53,8,3.068170660433552e-14,0.0,0.0,0.000329333
glauber_square_grid_kasteleyn__gamma__p_0p5,8,154,13958817666659380763,0.8115949414379325,2.645336396982584,3.304022745950225,28.67322331695971,1.0,-0.0,128,53,8,1.2739380152621991e-15,0.0,0.0,0.000284875
glauber_square_grid_kasteleyn__gamma__p_0p5,8,155,11707087217506372675,0.8246132281261314,2.6391758034840986,3.3191627794846976,15.149937730997575,1.0,-0.0,128,53,8,9.897457567610923e-16,0.0,0.0,0.000285292
glauber_square_grid_kasteleyn__gamma__p_0p5,8,156,8934672601696156120,-0.008384732231961097,0.15299088780773124,0.15306119154233291,2.4164193569781514,1.0,0.0,128,53,8,2.6188194062829426e-15,0.0,0.0,0.000293417
glauber_square_grid_kasteleyn__gamma__p_0p5,8,157,6892011627673861610,0.027583847437331888,0.368630827107868,0.369391695747314,2.8779683836931653,1.0,0.0,128,53,8,2.2822007570858628e-15,0.0,0.0,0.00039925
glauber_square_grid_kasteleyn__gamma__p_0p5,8,158,16896342972981963497,-0.2111894292224788,0.8167075734999527,0.8613085485152691,14.411092383560794,1.0,-0.0,128,53,8,3.64461098898676e-16,0.0,0.0,0.000371834
glauber_square_grid_kasteleyn__gamma__p_0p5,8,159,16716276076187632519,0.04759851224058054,0.24363168951003378,0.2458973078775505,5.01557357354503,1.0,0.0,128,53,8,2.269382487518479e-14,0.0,0.0,0.00039175
glauber_square_grid_kasteleyn__gamma__p_0p5,8,160,7804946254530614220,1.5599292066225119,3.850535235790157,6.2839143654640965,24.292906044717967,1.0,-0.0,128,53,8,2.7317384669868878e-15,0.0,0.0,0.000376625
glauber_square_grid_kasteleyn__gamma__p_0p5,8,161,1890843629304232783,0.0806606504976981,0.5320263736420598,0.5385325141807716,29.955869766861635,1.0,-0.0,128,53,8,2.235202565055219e-15,0.0,0.0,0.000384292
glauber_square_grid_kasteleyn__gamma__p_0p5,8,162,8378879565256653213,-0.006785848816526219,0.0408203060264419,0.040866353770602645,22.715118622212028,1.0,0.0,128,53,8,1.0113927050186609e-15,0.0,0.0,0.000294791
glauber_square_grid_kasteleyn__gamma__p_0p5,8,163,10894877427364922530,0.03672534962080598,0.25299668861085567,0.2543454399156261,20.60818489394644,1.0,-0.0,128,53,8,2.9501556272682676e-15,0.0,0.0,0.000285625
glauber_square_grid_kasteleyn__gamma__p_0p5,8,164,16980000110879400921,-0.023083595845544536,0.09518673902763294,0.09571959142479339,33.705849974177625,1.0,0.0,128,53,8,3.9922025945740166e-16,0.0,0.0,0.000288417
glauber_square_grid_kasteleyn__gamma__p_0p5,8,165,16619470925667841505,0.1248603627541417,0.4853412348534823,0.5009313450405781,16.5468365960959,1.0,0.0,128,53,8,5.532414557171269e-16,0.0,0.0,0.000284875
glauber_square_grid_kasteleyn__gamma__p_0p5,8,166,2348670051284472261,0.9359801519830437,2.8687226877022347,3.744781532608436,18.545141157521154,1.0,0.0,128,53,8,5.0598945058020866e-14,0.0,0.0,0.001254375
glauber_square_grid_kasteleyn__gamma__p_0p5,8,167,3645633500153769934,-1.5651734577629062,4.2671118512861606,6.716879804171652,15.567193758790452,1.0,-0.0,128,53,8,2.1599848400238437e-15,0.0,0.0,0.000264167
glauber_square_grid_kasteleyn__gamma__p_0p5,8,168,290710582019355450,1.4094095103943862,5.843361717245834,7.829796885235978,-4.652012085978397,1.0,0.0,128,53,8,8.531644913340961e-15,0.0,0.0,0.000260917
glauber_square_grid_kasteleyn__gamma__p_0p5,8,169,12597960273297672475,1.733517415306771,4.027162135964032,7.0322447651359,23.206932476220615,1.0,0.0,128,53,8,1.5386973576786526e-15,0.0,0.0,0.000278791
glauber_square_grid_kasteleyn__gamma__p_0p5,8,170,7708429653156475041,-0.13470832500265617,0.780807539456499,0.7989538722815201,17.959091086894542,1.0,0.0,128,53,8,1.3484836697208966e-15,0.0,0.0,0.000278375
glauber_square_grid_kasteleyn__gamma__p_0p5,8,171,11354405197327029998,3.941112038442764,0.2323038237167917,15.76466792327527,23.652421319573786,1.0,-0.0,128,53,8,9.001926402689762e-16,0.0,0.0,0.00037275
glauber_square_grid_kasteleyn__gamma__p_0p5,8,172,5480919073609604820,-0.008531082036438375,0.05873101391884134,0.05880379327955378,9.38454077505406,1.0,0.0,128,53,8,2.6937011157095032e-15,0.0,0.0,0.000529875
